Namespace(beam=5, cpu=False, criterion='cross_entropy', data=['PATH_YOUR_OUTPUT/preprocessed_iwslt14/iwslt14deen'], dataset_impl=None, decoding_iterations=1, decoding_strategy='mask_predict', dehyphenate=False, diverse_beam_groups=-1, diverse_beam_strength=0.5, dynamic_length=False, force_anneal=None, fp16=False, fp16_init_scale=128, fp16_scale_tolerance=0.0, fp16_scale_window=None, gen_subset='test', gold_target_len=False, left_pad_source='True', left_pad_target='False', length_beam=5, lenpen=1, log_format=None, log_interval=1000, lr_scheduler='fixed', lr_shrink=0.1, mask_range=False, match_source_len=False, max_len_a=0, max_len_b=200, max_sentences=20, max_source_positions=1024, max_target_positions=1024, max_tokens=None, memory_efficient_fp16=False, min_len=1, min_loss_scale=0.0001, model_overrides='{}', momentum=0.99, nbest=1, no_beamable_mm=False, no_early_stop=False, no_progress_bar=False, no_repeat_ngram_size=0, num_shards=1, num_workers=0, optimizer='nag', path='DE2EN/checkpoint_best.pt', prefix_size=0, print_alignment=False, quiet=False, raw_text=False, remove_bpe='@@ ', replace_unk=None, required_batch_size_multiple=8, results_path=None, sacrebleu=False, sampling=False, sampling_topk=-1, sampling_topp=-1.0, score_reference=False, seed=1, self_target=False, shard_id=0, skip_invalid_size_inputs_valid_test=False, source_lang=None, target_lang=None, task='translation_self', tbmf_wrapper=False, temperature=1.0, tensorboard_logdir='', threshold_loss_scale=None, unkpen=0, unnormalized=False, upsample_primary=1, user_dir=None, warmup_updates=0, weight_decay=0.0)
| [de] dictionary: 8848 types
| [en] dictionary: 6640 types
| PATH_YOUR_OUTPUT/preprocessed_iwslt14/iwslt14deen test 6750 examples
| ['PATH_YOUR_OUTPUT/preprocessed_iwslt14/iwslt14deen'] test 6750 examples
| loading model(s) from DE2EN/checkpoint_best.pt
S-1267	warum ?
H-2668	this is a variation of one thing that was done .

S-2820	diphterie , röteln , kinderlähmung ...
T-2820	diphtheria , rubella , polio ...
H-2820	diph, , robes , the child paralysis ...

S-2864	man kann einfach ein paar namen nennen und die leute werden verstehen .
T-2864	you can just say a few names and people will understand .
H-2864	you can just call a few names , and people will understand .

S-3150	sie wurden gebeten , alle 60 sekunden über ihre schmerzen zu berichten .
T-3150	they were asked to report on their pain every 60 seconds .
H-3150	they were asked to report their pain every 60 seconds .

S-3238	es gibt andere vergnügen , aber das ist dominant .
T-3238	there are other pleasures , but this is dominant .
H-3238	there are other pleasure , but that &apos;s dominant .

S-3728	können sie sich etwas gutes vorstellen , das aus tabak kommt ?
T-3728	can you imagine something good coming out of tobacco ?
H-3728	can you imagine a good thing coming out of tobacco ?

S-3870	mit anderen worten , spiel ist unser anpassungsjoker .
T-3870	in other words , play is our adaptive wildcard .
H-3870	in other words , play is our adaptation .

S-3904	wenn das kind geboren wird , sieht sie aus wie ein mädchen .
T-3904	when the child is born , she looks like a girl .
H-3904	when the child is born , she looks like a girl .

S-4126	wenn wir städte herrichten , ist das tatsächlich eine große sache .
T-4126	if we fix cities , actually it &apos;s a big deal .
H-4126	when we make cities , that &apos;s actually a big deal .

S-4178	wir können die gleichen dinge in der tat mit weniger energie machen .
T-4178	we can actually do the same thing with much less energy .
H-4178	we can actually do the same things with less energy .

S-4487	also sollten wir besser bald herausfinden , was das ziel darstellt .
T-4487	so we better find out what the target is soon . &quot;
H-4487	so we should better soon figure out what the goal is .

S-4576	ich habe in kriegsgebieten gefilmt -- schwierig und gefährlich .
T-4576	i filmed in war zones -- difficult and dangerous .
H-4576	i filmed in war areas -- difficult and dangerous .

S-4815	es gibt eine menge geschichten darüber , warum wir dies getan haben .
T-4815	there are a lot of stories about why we did this .
H-4815	there &apos;s a lot of stories about why we &apos;ve done this .

S-4864	aber was , wenn man die pinselstriche sehen will ?
T-4864	but what if you want to see brush strokes ?
H-4864	but what if you want to see the brush ?

S-5404	was aber ist der trick , der es realistisch aussehen lässt ?
T-5404	but what &apos;s the trick that makes it look realistic ?
H-5404	but what &apos;s the trick that makes it look realistic ?

S-5423	wie sie sehen können , sind das keine drei besonderen bilder .
T-5423	as you can see , these images aren &apos;t really special .
H-5423	as you can see , these are not three special images .

S-5442	ich beginne immer mit einem sketch , einer idee .
T-5442	it always starts with a sketch , an idea .
H-5442	i always start with a sketch , an idea .

S-5802	gewissermassen überflügelt uns die technik also .
T-5802	so in a sense , it &apos;s getting ahead of us .
H-5802	so in a way , we are overwhelus .

S-5898	sie war eine taffe , starke frau , sie hatte wirkung .
T-5898	she was tough , she was strong , she was powerful .
H-5898	she was a gun , strong woman , she had effect .

S-5959	mein großvater war während der prohibition im gefängnis .
T-5959	my grandfather was in prison during prohibition .
H-5959	my grandfather was in jail during the prohibition .

S-6544	die broschüren beschreiben sie immer noch als unberührt .
T-6544	the brochures still say it is untouched .
H-6544	the brochks still describe them as untouched .

S-6712	vor einigen jahren fing ich an littlebits zu entwickeln .
T-6712	a few years ago i started developing littlebits .
H-6712	i started littviits a few years ago .

S-211	und sie tut dies aufgrund des inhalts in den bildern .
T-211	and it &apos;s doing that based on the content inside the images .
H-211	and she does this because of the content , because in the content .

S-236	sie müssen zugeben , dass das eine große auswahl ist .
T-236	you &apos;ve got to admit that &apos;s a lot of choice .
H-236	you have to admit that &apos;s a big choice .

S-262	warum werben sie um uns , wenn wir nicht kaufen können ?
T-262	why do they market to us if we can &apos;t buy them ?
H-262	why do they advertise us if we can &apos;t buy ?

S-348	und was ich bekam war gut , aber es war nicht perfekt .
T-348	and what i got was good , but it wasn &apos;t perfect .
H-348	and what i got was good , but it wasn &apos;t perfect .

S-554	es ist auch meine große , lebenslange liebe und faszination .
T-554	it is also my great lifelong love and fascination .
H-554	it &apos;s also my great , lifelong love and fascination .

S-555	und ich erwarte nicht , dass sich das je ändern wird .
T-555	and i don &apos;t expect that that &apos;s ever going to change .
H-555	and i don &apos;t expect that to change .

S-605	bitte folgen sie mir , denn der kreis wird sich wieder schließen .
T-605	so stay with me , because it does circle around and back .
H-605	please follow me , because the circle is going to join again .

S-756	und die vorhersagen , wie sie sie gelesen haben , sind ernst .
T-756	and the predictions , as you &apos;ve read , are serious .
H-756	and the predictions .

S-987	und ich denke , technologie wird immer wichtiger in unseren modernen gesellschaften .
T-987	and i think technology is becoming increasingly important in our modern societies .
H-987	and i think technology becomes increasingly important in our modern societies .

S-1051	und auch heute hängen wir noch sehr , sehr stark an geschichten .
T-1051	and today we are still very , very dependent on stories .
H-1051	and we &apos;re still hanging very , very strong on stories .

S-1245	das ist der zeitraum , in dem man sich verliebt .
T-1245	it &apos;s the time it takes to fall in love with someone .
H-1245	this is the time period that you fall in love with .

S-1345	und weil wir älter werden , davon werden die windeln größer .
T-1345	and as we get older , the nappies get bigger .
H-1345	and because we get older , the winds are getting bigger .

S-1703	sie ist nicht nur eine nette geräuschtapete .
T-1703	it is not only a nice wallpaper made of noise .
H-1703	it &apos;s not just a nice sound .

S-1727	ich hab einen freund , der fährt einen passerati .
T-1727	i have a friend who drives a passerati .
H-1727	i have a friend , he &apos;s driving a passerati .

S-2087	bruno giussani : vielen dank . danke .
T-2087	bruno giussani : thank you . thanks .
H-2087	bruno giussani : thank you . thank you .

S-2137	&quot; nun , das sind ungefähr 30 prozent &quot; , sagte er .
T-2137	&quot; well , it &apos;s about 30 percent , &quot; he said .
H-2137	&quot; well , that &apos;s about 30 percent , &quot; he said .

S-2157	er ist ein biologe bei veta la palma .
T-2157	he &apos;s a biologist at veta la palma .
H-2157	he &apos;s a biologist at veta la palma .

S-2593	was wir brauchen sind viele firmen , die daran arbeiten . hunderte .
T-2593	well , we need lots of companies working on this , hundreds .
H-2593	what we need is a lot of companies working on it . hundreds .

S-2858	aber dann dachte ich , wissen sie was , seien wir ehrlich :
T-2858	but then i thought , you know , let &apos;s be honest .
H-2858	but then i thought , you know what , let &apos;s be honest .

S-2953	sie gelangen zu thabo mbeki in südafrika .
T-2953	you end up in thabo mbeki south africa .
H-2953	they get to thabo mbeki , in south africa .

S-2959	das ist eine idiotische debatte . sie muss aufhören .
T-2959	it &apos;s an idiotic debate . it has to stop .
H-2959	this is an idiotic debate . it has to stop .

S-3007	es gibt keine andere beschreibung für das , was hier passiert .
T-3007	there &apos;s no other way to describe what &apos;s going on here .
H-3007	there &apos;s no other description for what &apos;s going on here .

S-3119	und mein vortrag heute wird hauptsächlich von diesen kognitiven fallen handeln .
T-3119	and my talk today will be mostly about these cognitive traps .
H-3119	and my talk today is going to to act mainly by these cognitive fall .

S-3199	ich meine , wie sehr zehren wir von unseren erinnerungen ?
T-3199	i mean , how much do we consume our memories ?
H-3199	i mean , how much do we from our memories ?

S-3405	und das von einem ökonom . also ist er logisch .
T-3405	and he &apos;s an economist . so , he &apos;s rational .
H-3405	and this is an economist ist . so it &apos;s logical .

S-3413	wir müssen anfangen , die echte welt in ein spiel zu verwandeln .
T-3413	we have to start making the real world more like a game .
H-3413	we need to start turning the real world into a game .

S-3461	und ich kann ihnen sagen , es war eine verändernde erfahrung .
T-3461	and i can tell you that this is a transformative experience .
H-3461	and i can tell you , it was a changing experience .

S-3671	ich war fasziniert von der eleganz und schönheit der biologie .
T-3671	i was fascinated by the elegance and beauty of biology .
H-3671	i was fascinated by the elegance and beauty of biology .

S-3745	dies sind die arten von fragen denen wir begegnen werden müssen .
T-3745	these are the kinds of questions that we will have to face .
H-3745	these are the kinds of questions that we need to be meet .

S-4091	ich lächle dann gern und sage , &quot; danke schön . &quot;
T-4091	i like to smile and say , &quot; thank you . &quot;
H-4091	i like to smile and say , &quot; thank you . &quot;

S-4215	stellen sie sich vor diese bildpunkte könnten wirklich anfangen zu fliegen .
T-4215	that &apos;s , imagine those pixels could actually start flying .
H-4215	imagine if these imagery could really start to to fly .

S-4378	einer meiner freunde hat es gemacht – richard bolling<unk> .
T-4378	a friend of mine did that -- richard bollingbroke .
H-4378	one of my friends did it -- -- richard bollolling.

S-4554	man könnte auch gewöhnliche wurm- technologie zum verbreiten verwenden .
T-4554	you could also use conventional worm technology for spreading .
H-4554	you could also use ordinary worm technology to spread .

S-4606	und wir zeigen tatsächlich den ganzen prozess davon , wie es funktioniert .
T-4606	and actually we show the whole process of how does it work .
H-4606	and we &apos;re actually showing the whole process of how how it works .

S-4649	wissen sie , wir hören derzeit eine ganze menge über transparenz .
T-4649	you see , we hear a lot about transparency these days .
H-4649	you know , we &apos;re hearing a whole lot of transparency .

S-4832	öffnen sie die karte , und springen sie mit einem klick .
T-4832	open the plan up , and , in one click , jump .
H-4832	open the map , and jump with a click .

S-4871	das ist der wirklich coole teil , er heißt sammlungen .
T-4871	this is the real cool part . it &apos;s called collections .
H-4871	this is the really cool part , it &apos;s called collections .

S-4914	naja , ich spiele manchmal mit ihnen , aber nicht sehr oft .
T-4914	well , i play with them sometimes , but not very often .
H-4914	well , i sometimes play with you , but not not very often .

S-4917	aber meine logische seite hat es auch nicht gemocht .
T-4917	but it didn &apos;t sit well with my logical side either .
H-4917	but my logical page didn &apos;t like it .

S-4924	was wir uns hier also ansehen ist ein winziger computer chip .
T-4924	so what we &apos;re looking at here is a tiny computer chip .
H-4924	so what we &apos;re looking at here is a tiny computer chip .

S-5057	50 prozent ihrer entscheidungen wurden innerhalb von neun minuten oder weniger getroffen .
T-5057	50 percent of their decisions were made in nine minutes or less .
H-5057	fifty percent of their decisions were made in nine nine minutes , or less .

S-5111	sie machen sich immer sorgen , dass sie regalfläche verlieren .
T-5111	they &apos;re always worried they &apos;re going to lose shelf space .
H-5111	they &apos;re always worried that they &apos;re losing regalsurface .

S-5211	ohhhhh , wowwww !
T-5211	ohhhhh , wowwww !
H-5211	ohhhh , what wwww !

S-5601	wenn ein nachbar dem anderen hilft , stärken wir unsere gemeinden .
T-5601	when one neighbor helps another , we strengthen our communities .
H-5601	if one neighbor helps the other , , we &apos;re empowering our communities .

S-5602	rufen wir den tierfänger , kostet es eine menge geld .
T-5602	we call animal control , it just costs a lot of money .
H-5602	let &apos;s call the animal beginner , it costs a lot of money .

S-5671	was ist dieser neue zustand , den die welt langsam annimmt ?
T-5671	what &apos;s that new state that the world is heading toward ?
H-5671	what is this new state that the world is going to take slowly ?

S-5720	in der tat sind wir auch eine solche mehrzellige gemeinschaft .
T-5720	and in fact , we &apos;re such a multi-cellular community .
H-5720	in fact , we &apos;re also a multi-cellular community .
